 JULDAY,   TIME,    SH1,    SH2,    SH3,    SH4,    SH5,    SH6,    SH7,    SH8,    SH9,   SH10
258.,   1380.00,   2212.86,   2212.86,   2212.86,   2212.86,   2212.86,   2212.86,   2212.86,   2212.86,   2212.86,   2233.30
288.,      0.00,   2212.07,   2212.07,   2212.07,   2212.07,   2212.07,   2212.07,   2212.07,   2212.07,   2212.07,   2230.11
288.,     60.00,   2507.00,   2507.00,   2507.00,   2507.00,   2507.00,   2507.00,   2507.00,   2507.00,   2507.00,   2489.02
288.,    120.00,   2430.23,   2430.23,   2430.23,   2430.23,   2430.23,   2430.23,   2430.23,   2430.23,   2430.23,   2433.15
288.,    180.00,   2396.20,   2396.20,   2396.20,   2396.20,   2396.20,   2396.20,   2396.20,   2396.20,   2396.20,   2403.66
288.,    240.00,   2375.26,   2375.26,   2375.26,   2375.26,   2375.26,   2375.26,   2375.26,   2375.26,   2375.26,   2384.40
288.,    300.00,   2360.57,   2360.57,   2360.57,   2360.57,   2360.57,   2360.57,   2360.57,   2360.57,   2360.57,   2370.39
288.,    360.00,   2349.61,   2349.61,   2349.61,   2349.61,   2349.61,   2349.61,   2349.61,   2349.61,   2349.61,   2359.58
288.,    420.00,   2340.72,   2340.72,   2340.72,   2340.72,   2340.72,   2340.72,   2340.72,   2340.72,   2340.72,   2350.81
288.,    480.00,   2332.65,   2332.65,   2332.65,   2332.65,   2332.65,   2332.65,   2332.65,   2332.65,   2332.65,   2343.26
288.,    540.00,   2324.97,   2324.97,   2324.97,   2324.97,   2324.97,   2324.97,   2324.97,   2324.97,   2324.97,   2336.41
288.,    600.00,   2317.47,   2317.47,   2317.47,   2317.47,   2317.47,   2317.47,   2317.47,   2317.47,   2317.47,   2329.98
288.,    660.00,   2310.17,   2310.17,   2310.17,   2310.17,   2310.17,   2310.17,   2310.17,   2310.17,   2310.17,   2323.84
288.,    720.00,   2295.04,   2295.04,   2295.04,   2295.04,   2295.04,   2295.04,   2295.04,   2295.04,   2295.04,   2315.91
288.,    780.00,   2284.27,   2284.27,   2284.27,   2284.27,   2284.27,   2284.27,   2284.27,   2284.27,   2284.27,   2307.66
288.,    840.00,   2276.38,   2276.38,   2276.38,   2276.38,   2276.38,   2276.38,   2276.38,   2276.38,   2276.38,   2300.28
288.,    900.00,   2269.48,   2269.48,   2269.48,   2269.48,   2269.48,   2269.48,   2269.48,   2269.48,   2269.48,   2293.71
288.,    960.00,   2262.45,   2262.45,   2262.45,   2262.45,   2262.45,   2262.45,   2262.45,   2262.45,   2262.45,   2287.57
288.,   1020.00,   2258.04,   2258.04,   2258.04,   2258.04,   2258.04,   2258.04,   2258.04,   2258.04,   2258.04,   2282.19
288.,   1080.00,   2252.70,   2252.70,   2252.70,   2252.70,   2252.70,   2252.70,   2252.70,   2252.70,   2252.70,   2277.24
288.,   1140.00,   2251.90,   2251.90,   2251.90,   2251.90,   2251.90,   2251.90,   2251.90,   2251.90,   2251.90,   2273.36
288.,   1200.00,   2248.34,   2248.34,   2248.34,   2248.34,   2248.34,   2248.34,   2248.34,   2248.34,   2248.34,   2269.91
288.,   1260.00,   2248.17,   2248.17,   2248.17,   2248.17,   2248.17,   2248.17,   2248.17,   2248.17,   2248.17,   2267.13
288.,   1320.00,   2245.11,   2245.11,   2245.11,   2245.11,   2245.11,   2245.11,   2245.11,   2245.11,   2245.11,   2264.49
288.,   1380.00,   2245.13,   2245.13,   2245.13,   2245.13,   2245.13,   2245.13,   2245.13,   2245.13,   2245.13,   2262.30
319.,      0.00,   2242.76,   2242.76,   2242.76,   2242.76,   2242.76,   2242.76,   2242.76,   2242.76,   2242.76,   2258.43
319.,     60.00,   2552.86,   2552.86,   2552.86,   2552.86,   2552.86,   2552.86,   2552.86,   2552.86,   2552.86,   2539.81
319.,    120.00,   2465.94,   2465.94,   2465.94,   2465.94,   2465.94,   2465.94,   2465.94,   2465.94,   2465.94,   2472.64
319.,    180.00,   2428.63,   2428.63,   2428.63,   2428.63,   2428.63,   2428.63,   2428.63,   2428.63,   2428.63,   2439.07
319.,    240.00,   2405.75,   2405.75,   2405.75,   2405.75,   2405.75,   2405.75,   2405.75,   2405.75,   2405.75,   2417.44
319.,    300.00,   2389.59,   2389.59,   2389.59,   2389.59,   2389.59,   2389.59,   2389.59,   2389.59,   2389.59,   2401.74
319.,    360.00,   2377.29,   2377.29,   2377.29,   2377.29,   2377.29,   2377.29,   2377.29,   2377.29,   2377.29,   2389.54
319.,    420.00,   2367.50,   2367.50,   2367.50,   2367.50,   2367.50,   2367.50,   2367.50,   2367.50,   2367.50,   2379.67
319.,    480.00,   2359.24,   2359.24,   2359.24,   2359.24,   2359.24,   2359.24,   2359.24,   2359.24,   2359.24,   2371.38
319.,    540.00,   2351.78,   2351.78,   2351.78,   2351.78,   2351.78,   2351.78,   2351.78,   2351.78,   2351.78,   2364.12
319.,    600.00,   2344.48,   2344.48,   2344.48,   2344.48,   2344.48,   2344.48,   2344.48,   2344.48,   2344.48,   2357.43
319.,    660.00,   2337.19,   2337.19,   2337.19,   2337.19,   2337.19,   2337.19,   2337.19,   2337.19,   2337.19,   2351.06
319.,    720.00,   2324.46,   2324.46,   2324.46,   2324.46,   2324.46,   2324.46,   2324.46,   2324.46,   2324.46,   2343.35
319.,    780.00,   2315.84,   2315.84,   2315.84,   2315.84,   2315.84,   2315.84,   2315.84,   2315.84,   2315.84,   2335.80
319.,    840.00,   2306.09,   2306.09,   2306.09,   2306.09,   2306.09,   2306.09,   2306.09,   2306.09,   2306.09,   2328.37
319.,    900.00,   2299.68,   2299.68,   2299.68,   2299.68,   2299.68,   2299.68,   2299.68,   2299.68,   2299.68,   2321.72
319.,    960.00,   2293.59,   2293.59,   2293.59,   2293.59,   2293.59,   2293.59,   2293.59,   2293.59,   2293.59,   2315.76
319.,   1020.00,   2288.21,   2288.21,   2288.21,   2288.21,   2288.21,   2288.21,   2288.21,   2288.21,   2288.21,   2310.33
319.,   1080.00,   2284.45,   2284.45,   2284.45,   2284.45,   2284.45,   2284.45,   2284.45,   2284.45,   2284.45,   2305.60
319.,   1140.00,   2281.68,   2281.68,   2281.68,   2281.68,   2281.68,   2281.68,   2281.68,   2281.68,   2281.68,   2301.61
319.,   1200.00,   2279.10,   2279.10,   2279.10,   2279.10,   2279.10,   2279.10,   2279.10,   2279.10,   2279.10,   2298.13
319.,   1260.00,   2276.80,   2276.80,   2276.80,   2276.80,   2276.80,   2276.80,   2276.80,   2276.80,   2276.80,   2295.04
319.,   1320.00,   2274.76,   2274.76,   2274.76,   2274.76,   2274.76,   2274.76,   2274.76,   2274.76,   2274.76,   2292.25
319.,   1380.00,   2272.98,   2272.98,   2272.98,   2272.98,   2272.98,   2272.98,   2272.98,   2272.98,   2272.98,   2289.73
349.,      0.00,   2270.03,   2270.03,   2270.03,   2270.03,   2270.03,   2270.03,   2270.03,   2270.03,   2270.03,   2285.41
349.,     60.00,   2527.97,   2527.97,   2527.97,   2527.97,   2527.97,   2527.97,   2527.97,   2527.97,   2527.97,   2518.62
349.,    120.00,   2455.20,   2455.20,   2455.20,   2455.20,   2455.20,   2455.20,   2455.20,   2455.20,   2455.20,   2462.96
349.,    180.00,   2422.64,   2422.64,   2422.64,   2422.64,   2422.64,   2422.64,   2422.64,   2422.64,   2422.64,   2433.90
349.,    240.00,   2402.38,   2402.38,   2402.38,   2402.38,   2402.38,   2402.38,   2402.38,   2402.38,   2402.38,   2414.83
349.,    300.00,   2387.97,   2387.97,   2387.97,   2387.97,   2387.97,   2387.97,   2387.97,   2387.97,   2387.97,   2400.83
349.,    360.00,   2376.94,   2376.94,   2376.94,   2376.94,   2376.94,   2376.94,   2376.94,   2376.94,   2376.94,   2389.88
349.,    420.00,   2368.17,   2368.17,   2368.17,   2368.17,   2368.17,   2368.17,   2368.17,   2368.17,   2368.17,   2380.99
349.,    480.00,   2360.79,   2360.79,   2360.79,   2360.79,   2360.79,   2360.79,   2360.79,   2360.79,   2360.79,   2373.49
349.,    540.00,   2353.95,   2353.95,   2353.95,   2353.95,   2353.95,   2353.95,   2353.95,   2353.95,   2353.95,   2366.87
349.,    600.00,   2347.45,   2347.45,   2347.45,   2347.45,   2347.45,   2347.45,   2347.45,   2347.45,   2347.45,   2360.79
349.,    660.00,   2340.89,   2340.89,   2340.89,   2340.89,   2340.89,   2340.89,   2340.89,   2340.89,   2340.89,   2354.99
349.,    720.00,   2329.36,   2329.36,   2329.36,   2329.36,   2329.36,   2329.36,   2329.36,   2329.36,   2329.36,   2347.93
349.,    780.00,   2321.16,   2321.16,   2321.16,   2321.16,   2321.16,   2321.16,   2321.16,   2321.16,   2321.16,   2340.91
349.,    840.00,   2312.40,   2312.40,   2312.40,   2312.40,   2312.40,   2312.40,   2312.40,   2312.40,   2312.40,   2334.04
349.,    900.00,   2307.23,   2307.23,   2307.23,   2307.23,   2307.23,   2307.23,   2307.23,   2307.23,   2307.23,   2328.08
349.,    960.00,   2301.13,   2301.13,   2301.13,   2301.13,   2301.13,   2301.13,   2301.13,   2301.13,   2301.13,   2322.58
349.,   1020.00,   2295.85,   2295.85,   2295.85,   2295.85,   2295.85,   2295.85,   2295.85,   2295.85,   2295.85,   2317.43
349.,   1080.00,   2292.39,   2292.39,   2292.39,   2292.39,   2292.39,   2292.39,   2292.39,   2292.39,   2292.39,   2312.98
349.,   1140.00,   2289.56,   2289.56,   2289.56,   2289.56,   2289.56,   2289.56,   2289.56,   2289.56,   2289.56,   2309.18
349.,   1200.00,   2286.91,   2286.91,   2286.91,   2286.91,   2286.91,   2286.91,   2286.91,   2286.91,   2286.91,   2305.81
349.,   1260.00,   2284.72,   2284.72,   2284.72,   2284.72,   2284.72,   2284.72,   2284.72,   2284.72,   2284.72,   2302.82
349.,   1320.00,   2282.62,   2282.62,   2282.62,   2282.62,   2282.62,   2282.62,   2282.62,   2282.62,   2282.62,   2300.12
349.,   1380.00,   2280.86,   2280.86,   2280.86,   2280.86,   2280.86,   2280.86,   2280.86,   2280.86,   2280.86,   2297.66
