 JULDAY,   TIME,   DEP1,   DEP2,   DEP3,   DEP4,   DEP5,   DEP6,   DEP7,   DEP8,   DEP9
349., 660.00,  10.84,  10.84,  10.84,  10.84,  10.84,  10.84,  10.84,  10.84,  10.84
349., 720.00,  11.45,  11.45,  11.45,  11.45,  11.45,  11.45,  11.45,  11.45,  11.45
349., 780.00,  12.04,  12.04,  12.04,  12.04,  12.04,  12.04,  12.04,  12.04,  12.04
349., 840.00,  11.51,  11.51,  11.51,  11.51,  11.51,  11.51,  11.51,  11.51,  11.51
349., 900.00,   9.80,   9.80,   9.80,   9.80,   9.80,   9.80,   9.80,   9.80,   9.80
349., 960.00,   7.33,   7.33,   7.33,   7.33,   7.33,   7.33,   7.33,   7.33,   7.33
349.,1020.00,   5.69,   5.69,   5.69,   5.69,   5.69,   5.69,   5.69,   5.69,   5.69
349.,1080.00,   4.99,   4.99,   4.99,   4.99,   4.99,   4.99,   4.99,   4.99,   4.99
349.,1140.00,   4.65,   4.65,   4.65,   4.65,   4.65,   4.65,   4.65,   4.65,   4.65
349.,1200.00,   4.42,   4.42,   4.42,   4.42,   4.42,   4.42,   4.42,   4.42,   4.42
349.,1260.00,   4.20,   4.20,   4.20,   4.20,   4.20,   4.20,   4.20,   4.20,   4.20
349.,1320.00,   4.11,   4.11,   4.11,   4.11,   4.11,   4.11,   4.11,   4.11,   4.11
349.,1380.00,   3.96,   3.96,   3.96,   3.96,   3.96,   3.96,   3.96,   3.96,   3.96
