 JULDAY,   TIME,    SH1,    SH2,    SH3,    SH4,    SH5,    SH6,    SH7,    SH8,    SH9,   SH10
288.,   1260.00,   2102.51,   2102.51,   2102.51,   2102.51,   2102.51,   2102.51,   2102.51,   2102.51,   2102.51,   2137.61
288.,   1320.00,   2107.15,   2107.15,   2107.15,   2107.15,   2107.15,   2107.15,   2107.15,   2107.15,   2107.15,   2137.21
288.,   1380.00,   2111.37,   2111.37,   2111.37,   2111.37,   2111.37,   2111.37,   2111.37,   2111.37,   2111.37,   2137.14
319.,      0.00,   2117.70,   2117.70,   2117.70,   2117.70,   2117.70,   2117.70,   2117.70,   2117.70,   2117.70,   2137.52
319.,     60.00,   2517.16,   2517.16,   2517.16,   2517.16,   2517.16,   2517.16,   2517.16,   2517.16,   2517.16,   2482.55
319.,    120.00,   2421.18,   2421.18,   2421.18,   2421.18,   2421.18,   2421.18,   2421.18,   2421.18,   2421.18,   2415.53
319.,    180.00,   2380.32,   2380.32,   2380.32,   2380.32,   2380.32,   2380.32,   2380.32,   2380.32,   2380.32,   2380.99
319.,    240.00,   2355.40,   2355.40,   2355.40,   2355.40,   2355.40,   2355.40,   2355.40,   2355.40,   2355.40,   2358.69
319.,    300.00,   2338.00,   2338.00,   2338.00,   2338.00,   2338.00,   2338.00,   2338.00,   2338.00,   2338.00,   2342.60
319.,    360.00,   2324.67,   2324.67,   2324.67,   2324.67,   2324.67,   2324.67,   2324.67,   2324.67,   2324.67,   2330.12
319.,    420.00,   2313.86,   2313.86,   2313.86,   2313.86,   2313.86,   2313.86,   2313.86,   2313.86,   2313.86,   2319.96
319.,    480.00,   2304.85,   2304.85,   2304.85,   2304.85,   2304.85,   2304.85,   2304.85,   2304.85,   2304.85,   2311.42
319.,    540.00,   2297.08,   2297.08,   2297.08,   2297.08,   2297.08,   2297.08,   2297.08,   2297.08,   2297.08,   2304.04
319.,    600.00,   2286.36,   2286.36,   2286.36,   2286.36,   2286.36,   2286.36,   2286.36,   2286.36,   2286.36,   2296.61
319.,    660.00,   2269.71,   2269.71,   2269.71,   2269.71,   2269.71,   2269.71,   2269.71,   2269.71,   2269.71,   2287.63
319.,    720.00,   2245.74,   2245.74,   2245.74,   2245.74,   2245.74,   2245.74,   2245.74,   2245.74,   2245.74,   2276.09
319.,    780.00,   2218.71,   2218.71,   2218.71,   2218.71,   2218.71,   2218.71,   2218.71,   2218.71,   2218.71,   2262.50
319.,    840.00,   2204.32,   2204.32,   2204.32,   2204.32,   2204.32,   2204.32,   2204.32,   2204.32,   2204.32,   2249.90
319.,    900.00,   2192.37,   2192.37,   2192.37,   2192.37,   2192.37,   2192.37,   2192.37,   2192.37,   2192.37,   2239.09
319.,    960.00,   2186.73,   2186.73,   2186.73,   2186.73,   2186.73,   2186.73,   2186.73,   2186.73,   2186.73,   2230.24
319.,   1020.00,   2186.99,   2186.99,   2186.99,   2186.99,   2186.99,   2186.99,   2186.99,   2186.99,   2186.99,   2223.76
319.,   1080.00,   2190.31,   2190.31,   2190.31,   2190.31,   2190.31,   2190.31,   2190.31,   2190.31,   2190.31,   2219.54
319.,   1140.00,   2192.82,   2192.82,   2192.82,   2192.82,   2192.82,   2192.82,   2192.82,   2192.82,   2192.82,   2216.85
319.,   1200.00,   2193.94,   2193.94,   2193.94,   2193.94,   2193.94,   2193.94,   2193.94,   2193.94,   2193.94,   2214.89
319.,   1260.00,   2194.33,   2194.33,   2194.33,   2194.33,   2194.33,   2194.33,   2194.33,   2194.33,   2194.33,   2213.24
319.,   1320.00,   2194.81,   2194.81,   2194.81,   2194.81,   2194.81,   2194.81,   2194.81,   2194.81,   2194.81,   2211.82
319.,   1380.00,   2194.75,   2194.75,   2194.75,   2194.75,   2194.75,   2194.75,   2194.75,   2194.75,   2194.75,   2210.55
349.,      0.00,   2195.00,   2195.00,   2195.00,   2195.00,   2195.00,   2195.00,   2195.00,   2195.00,   2195.00,   2208.44
349.,     60.00,   2501.29,   2501.29,   2501.29,   2501.29,   2501.29,   2501.29,   2501.29,   2501.29,   2501.29,   2477.82
349.,    120.00,   2422.57,   2422.57,   2422.57,   2422.57,   2422.57,   2422.57,   2422.57,   2422.57,   2422.57,   2421.73
349.,    180.00,   2387.41,   2387.41,   2387.41,   2387.41,   2387.41,   2387.41,   2387.41,   2387.41,   2387.41,   2391.72
349.,    240.00,   2365.60,   2365.60,   2365.60,   2365.60,   2365.60,   2365.60,   2365.60,   2365.60,   2365.60,   2371.96
349.,    300.00,   2350.17,   2350.17,   2350.17,   2350.17,   2350.17,   2350.17,   2350.17,   2350.17,   2350.17,   2357.49
349.,    360.00,   2338.34,   2338.34,   2338.34,   2338.34,   2338.34,   2338.34,   2338.34,   2338.34,   2338.34,   2346.18
349.,    420.00,   2328.60,   2328.60,   2328.60,   2328.60,   2328.60,   2328.60,   2328.60,   2328.60,   2328.60,   2336.88
349.,    480.00,   2320.41,   2320.41,   2320.41,   2320.41,   2320.41,   2320.41,   2320.41,   2320.41,   2320.41,   2328.99
349.,    540.00,   2313.35,   2313.35,   2313.35,   2313.35,   2313.35,   2313.35,   2313.35,   2313.35,   2313.35,   2322.14
349.,    600.00,   2305.81,   2305.81,   2305.81,   2305.81,   2305.81,   2305.81,   2305.81,   2305.81,   2305.81,   2315.75
349.,    660.00,   2293.45,   2293.45,   2293.45,   2293.45,   2293.45,   2293.45,   2293.45,   2293.45,   2293.45,   2308.36
349.,    720.00,   2273.97,   2273.97,   2273.97,   2273.97,   2273.97,   2273.97,   2273.97,   2273.97,   2273.97,   2298.59
349.,    780.00,   2255.38,   2255.38,   2255.38,   2255.38,   2255.38,   2255.38,   2255.38,   2255.38,   2255.38,   2287.50
349.,    840.00,   2241.63,   2241.63,   2241.63,   2241.63,   2241.63,   2241.63,   2241.63,   2241.63,   2241.63,   2276.89
349.,    900.00,   2232.45,   2232.45,   2232.45,   2232.45,   2232.45,   2232.45,   2232.45,   2232.45,   2232.45,   2267.68
349.,    960.00,   2227.95,   2227.95,   2227.95,   2227.95,   2227.95,   2227.95,   2227.95,   2227.95,   2227.95,   2260.30
349.,   1020.00,   2227.19,   2227.19,   2227.19,   2227.19,   2227.19,   2227.19,   2227.19,   2227.19,   2227.19,   2254.90
349.,   1080.00,   2227.99,   2227.99,   2227.99,   2227.99,   2227.99,   2227.99,   2227.99,   2227.99,   2227.99,   2251.17
349.,   1140.00,   2228.11,   2228.11,   2228.11,   2228.11,   2228.11,   2228.11,   2228.11,   2228.11,   2228.11,   2248.42
349.,   1200.00,   2227.63,   2227.63,   2227.63,   2227.63,   2227.63,   2227.63,   2227.63,   2227.63,   2227.63,   2246.12
349.,   1260.00,   2226.93,   2226.93,   2226.93,   2226.93,   2226.93,   2226.93,   2226.93,   2226.93,   2226.93,   2244.08
349.,   1320.00,   2226.33,   2226.33,   2226.33,   2226.33,   2226.33,   2226.33,   2226.33,   2226.33,   2226.33,   2242.25
349.,   1380.00,   2225.62,   2225.62,   2225.62,   2225.62,   2225.62,   2225.62,   2225.62,   2225.62,   2225.62,   2240.59
