  JULDAY,    TIME,   TALOC,   TAREF,   RHLOC,      RH,    VLOC,    VREF,SNOWMELT, POOLDEP,  PCTWET,     ZEN,    SOLR,   TSKYC,     DEW,   FROST,SNOWFALL,SNOWDEP"S
196., 540.00, 18.48, 19.19, 80.05, 76.57,  0.299,  1.362,  0.00,  0.00, 92.10, 43.04, 511.78,  14.90,0.,0.,   0.00,   0.00,  0.218
196., 600.00, 19.51, 20.57, 75.82, 71.04,  0.351,  1.600,  0.00,  0.00, 92.10, 33.05, 599.17,  16.26,0.,0.,   0.00,   0.00,  0.218
196., 660.00, 20.23, 21.70, 65.64, 59.98,  0.404,  1.839,  0.00,  0.00, 92.11, 25.08, 654.17,  17.32,0.,0.,   0.00,   0.00,  0.218
196., 720.00, 20.62, 22.44, 67.05, 59.98,  0.508,  2.315,  0.00,  0.00, 92.11, 21.77, 671.57,  18.08,0.,0.,   0.00,   0.00,  0.218
196., 780.00, 20.99, 22.70, 68.31, 61.52,  0.508,  2.315,  0.00,  0.00, 92.10, 25.08, 653.91,  18.35,0.,0.,   0.00,   0.00,  0.218
196., 840.00, 20.87, 22.44, 69.43, 63.06,  0.488,  2.221,  0.00,  0.00, 92.10, 33.05, 600.39,  18.10,0.,0.,   0.00,   0.00,  0.218
196., 900.00, 20.29, 21.70, 70.42, 64.60,  0.467,  2.127,  0.00,  0.00, 92.10, 43.04, 513.35,  17.36,0.,0.,   0.00,   0.00,  0.218
196., 960.00, 19.34, 20.57, 71.35, 66.14,  0.446,  2.033,  0.00,  0.00, 92.10, 53.77, 399.40,  16.22,0.,0.,   0.00,   0.00,  0.218
196.,1020.00, 18.14, 19.19, 72.29, 67.68,  0.426,  1.939,  0.00,  0.00, 92.10, 64.65, 274.12,  14.85,0.,0.,   0.00,   0.00,  0.218
196.,1080.00, 16.81, 17.75, 73.49, 69.22,  0.405,  1.845,  0.00,  0.00, 92.10, 75.33, 146.16,  13.40,0.,0.,   0.00,   0.00,  0.218
196.,1140.00, 15.66, 16.44, 74.36, 70.76,  0.384,  1.751,  0.00,  0.00, 92.09, 85.50,  35.66,  12.08,0.,0.,   0.00,   0.00,  0.218
196.,1200.00, 14.87, 15.82, 76.83, 72.29,  0.364,  1.657,  0.00,  0.00, 92.09, 90.00,   0.17,  11.46,0.,0.,   0.00,   0.00,  0.218
196.,1260.00, 14.77, 15.50, 77.41, 73.83,  0.343,  1.563,  0.00,  0.00, 92.09, 90.00,   0.00,  11.15,0.,0.,   0.00,   0.00,  0.218
196.,1320.00, 14.35, 15.27, 80.02, 75.37,  0.322,  1.469,  0.00,  0.00, 92.09, 90.00,   0.00,  10.93,0.,0.,   0.00,   0.00,  0.218
196.,1380.00, 14.48, 15.11, 80.09, 76.91,  0.302,  1.375,  0.00,  0.00, 92.08, 90.00,   0.00,  10.78,0.,0.,   0.00,   0.00,  0.218
227.,   0.00, 15.79, 15.16, 75.74, 78.85,  0.281,  1.281,  0.00,  0.00, 92.11, 90.00,   0.00,  10.83,0.,0.,   0.00,   0.00,  0.218
227.,  60.00, 14.99, 15.07, 83.02, 82.61,  0.225,  1.025,  0.00,  0.00, 92.10, 90.00,   0.00,  10.76,0.,0.,   0.00,   0.00,  0.218
227., 120.00, 14.92, 15.00, 86.81, 86.37,  0.169,  0.769,  0.00,  0.00, 92.09, 90.00,   0.00,  10.72,0.,0.,   0.00,   0.00,  0.218
227., 180.00, 14.99, 14.95, 89.92, 90.13,  0.113,  0.513,  0.00,  0.00, 92.08, 90.00,   0.00,  10.68,0.,0.,   0.00,   0.00,  0.218
227., 240.00, 15.16, 14.91, 92.44, 93.89,  0.054,  0.246,  0.00,  0.00, 92.06, 90.00,   0.00,  10.66,0.,0.,   0.00,   0.00,  0.218
227., 300.00, 15.29, 14.89, 95.30, 97.81,  0.051,  0.234,  0.00,  0.00, 92.01, 90.00,   8.83,  10.65,0.,0.,   0.00,   0.00,  0.218
227., 360.00, 15.50, 15.09, 95.26, 97.81,  0.109,  0.494,  0.00,  0.00, 92.01, 80.26,  87.04,  10.86,0.,0.,   0.00,   0.00,  0.218
227., 420.00, 16.10, 15.96, 90.92, 91.73,  0.166,  0.754,  0.00,  0.00, 92.06, 69.43, 220.14,  11.72,0.,0.,   0.00,   0.00,  0.218
227., 480.00, 17.01, 17.29, 86.91, 85.36,  0.223,  1.015,  0.00,  0.00, 92.08, 58.58, 354.75,  13.03,0.,0.,   0.00,   0.00,  0.218
227., 540.00, 18.06, 18.86, 83.09, 78.99,  0.280,  1.275,  0.00,  0.00, 92.09, 48.16, 469.77,  14.58,0.,0.,   0.00,   0.00,  0.218
227., 600.00, 19.51, 20.44, 76.94, 72.62,  0.337,  1.535,  0.00,  0.00, 92.10, 38.83, 559.32,  16.14,0.,0.,   0.00,   0.00,  0.218
227., 660.00, 20.15, 21.79, 66.25, 59.89,  0.394,  1.795,  0.00,  0.00, 92.11, 31.86, 614.52,  17.41,0.,0.,   0.00,   0.00,  0.218
227., 720.00, 20.79, 22.68, 67.24, 59.89,  0.508,  2.315,  0.00,  0.00, 92.11, 29.15, 634.41,  18.32,0.,0.,   0.00,   0.00,  0.218
227., 780.00, 21.20, 23.00, 68.60, 61.47,  0.508,  2.315,  0.00,  0.00, 92.10, 31.86, 614.29,  18.65,0.,0.,   0.00,   0.00,  0.218
227., 840.00, 21.04, 22.68, 69.73, 63.05,  0.488,  2.221,  0.00,  0.00, 92.10, 38.83, 560.64,  18.34,0.,0.,   0.00,   0.00,  0.218
227., 900.00, 20.34, 21.79, 70.62, 64.63,  0.467,  2.127,  0.00,  0.00, 92.10, 48.16, 471.44,  17.45,0.,0.,   0.00,   0.00,  0.218
227., 960.00, 19.22, 20.44, 71.44, 66.21,  0.446,  2.033,  0.00,  0.00, 92.10, 58.58, 356.43,  16.10,0.,0.,   0.00,   0.00,  0.218
227.,1020.00, 17.83, 18.86, 72.33, 67.79,  0.426,  1.939,  0.00,  0.00, 92.10, 69.43, 221.45,  14.51,0.,0.,   0.00,   0.00,  0.218
227.,1080.00, 16.36, 17.29, 73.60, 69.37,  0.405,  1.845,  0.00,  0.00, 92.10, 80.26,  87.66,  12.93,0.,0.,   0.00,   0.00,  0.218
227.,1140.00, 15.45, 16.30, 74.94, 70.95,  0.384,  1.751,  0.00,  0.00, 92.09, 90.00,   8.89,  11.94,0.,0.,   0.00,   0.00,  0.218
227.,1200.00, 14.94, 15.93, 77.29, 72.53,  0.364,  1.657,  0.00,  0.00, 92.09, 90.00,   0.00,  11.57,0.,0.,   0.00,   0.00,  0.218
227.,1260.00, 14.86, 15.65, 77.94, 74.11,  0.343,  1.563,  0.00,  0.00, 92.09, 90.00,   0.00,  11.30,0.,0.,   0.00,   0.00,  0.218
227.,1320.00, 14.50, 15.44, 80.42, 75.69,  0.322,  1.469,  0.00,  0.00, 92.09, 90.00,   0.00,  11.10,0.,0.,   0.00,   0.00,  0.218
227.,1380.00, 14.62, 15.28, 80.62, 77.27,  0.302,  1.375,  0.00,  0.00, 92.08, 90.00,   0.00,  10.95,0.,0.,   0.00,   0.00,  0.218
258.,   0.00, 14.41, 13.81, 76.49, 79.50,  0.264,  1.200,  0.00,  0.00, 92.11, 90.00,   0.00,   9.53,0.,0.,   0.00,   0.00,  0.218
258.,  60.00, 13.69, 13.72, 83.21, 83.10,  0.216,  0.984,  0.00,  0.00, 92.10, 90.00,   0.00,   9.46,0.,0.,   0.00,   0.00,  0.218
258., 120.00, 13.60, 13.64, 86.92, 86.70,  0.168,  0.767,  0.00,  0.00, 92.09, 90.00,   0.00,   9.40,0.,0.,   0.00,   0.00,  0.218
258., 180.00, 13.64, 13.59, 89.98, 90.29,  0.121,  0.550,  0.00,  0.00, 92.08, 90.00,   0.00,   9.36,0.,0.,   0.00,   0.00,  0.218
258., 240.00, 13.79, 13.54, 92.42, 93.89,  0.051,  0.230,  0.00,  0.00, 92.06, 90.00,   0.00,   9.33,0.,0.,   0.00,   0.00,  0.218
258., 300.00, 13.99, 13.51, 96.15, 99.21,  0.024,  0.107,  0.00,  0.00, 91.99, 90.00,   0.00,   9.32,0.,0.,   0.00,   0.00,  0.218
258., 360.00, 14.00, 13.50, 96.05, 99.21,  0.080,  0.365,  0.00,  0.00, 91.99, 87.77,  13.07,   9.31,0.,0.,   0.00,   0.00,  0.218
258., 420.00, 14.38, 14.22, 94.49, 95.47,  0.137,  0.623,  0.00,  0.00, 92.03, 76.90, 122.03,  10.02,0.,0.,   0.00,   0.00,  0.218
258., 480.00, 15.33, 15.52, 89.46, 88.34,  0.193,  0.881,  0.00,  0.00, 92.07, 66.33, 243.60,  11.30,0.,0.,   0.00,   0.00,  0.218
258., 540.00, 16.52, 17.18, 84.67, 81.20,  0.250,  1.139,  0.00,  0.00, 92.09, 56.51, 354.21,  12.94,0.,0.,   0.00,   0.00,  0.218
258., 600.00, 17.88, 18.91, 79.04, 74.07,  0.307,  1.397,  0.00,  0.00, 92.10, 48.16, 449.08,  14.65,0.,0.,   0.00,   0.00,  0.218
258., 660.00, 18.81, 20.42, 66.08, 59.79,  0.363,  1.655,  0.00,  0.00, 92.11, 42.31, 505.01,  16.08,0.,0.,   0.00,   0.00,  0.218
258., 720.00, 19.46, 21.44, 67.55, 59.79,  0.476,  2.171,  0.00,  0.00, 92.11, 40.16, 524.43,  17.11,0.,0.,   0.00,   0.00,  0.218
258., 780.00, 20.05, 21.80, 68.41, 61.44,  0.476,  2.171,  0.00,  0.00, 92.11, 42.31, 504.78,  17.49,0.,0.,   0.00,   0.00,  0.218
258., 840.00, 19.79, 21.44, 69.81, 63.08,  0.457,  2.083,  0.00,  0.00, 92.10, 48.16, 450.48,  17.14,0.,0.,   0.00,   0.00,  0.218
258., 900.00, 18.97, 20.42, 70.81, 64.72,  0.438,  1.994,  0.00,  0.00, 92.10, 56.51, 355.88,  16.12,0.,0.,   0.00,   0.00,  0.218
258., 960.00, 17.73, 18.91, 71.47, 66.36,  0.418,  1.906,  0.00,  0.00, 92.10, 66.33, 245.14,  14.61,0.,0.,   0.00,   0.00,  0.218
258.,1020.00, 16.18, 17.18, 72.50, 68.01,  0.399,  1.818,  0.00,  0.00, 92.10, 76.90, 122.99,  12.87,0.,0.,   0.00,   0.00,  0.218
258.,1080.00, 14.71, 15.52, 73.39, 69.65,  0.380,  1.730,  0.00,  0.00, 92.10, 87.77,  13.19,  11.21,0.,0.,   0.00,   0.00,  0.218
258.,1140.00, 13.99, 14.94, 75.82, 71.29,  0.360,  1.642,  0.00,  0.00, 92.10, 90.00,   0.00,  10.63,0.,0.,   0.00,   0.00,  0.218
258.,1200.00, 13.78, 14.58, 76.81, 72.93,  0.341,  1.553,  0.00,  0.00, 92.09, 90.00,   0.00,  10.28,0.,0.,   0.00,   0.00,  0.218
258.,1260.00, 13.43, 14.31, 78.97, 74.57,  0.322,  1.465,  0.00,  0.00, 92.09, 90.00,   0.00,  10.01,0.,0.,   0.00,   0.00,  0.218
258.,1320.00, 13.39, 14.10, 79.78, 76.22,  0.302,  1.377,  0.00,  0.00, 92.09, 90.00,   0.00,   9.81,0.,0.,   0.00,   0.00,  0.218
258.,1380.00, 13.16, 13.93, 81.87, 77.86,  0.283,  1.289,  0.00,  0.00, 92.09, 90.00,   0.00,   9.65,0.,0.,   0.00,   0.00,  0.218
288.,   0.00, 11.33, 10.89, 78.09, 80.40,  0.272,  1.241,  0.00,  0.00, 92.11, 90.00,   0.00,   6.66,0.,0.,   0.00,   0.00,  0.218
288.,  60.00, 10.75, 10.79, 83.58, 83.37,  0.231,  1.052,  0.00,  0.00, 92.10, 90.00,   0.00,   6.57,0.,0.,   0.00,   0.00,  0.218
288., 120.00, 10.64, 10.71, 86.75, 86.35,  0.190,  0.864,  0.00,  0.00, 92.10, 90.00,   0.00,   6.50,0.,0.,   0.00,   0.00,  0.218
288., 180.00, 10.63, 10.64, 89.43, 89.32,  0.148,  0.675,  0.00,  0.00, 92.09, 90.00,   0.00,   6.45,0.,0.,   0.00,   0.00,  0.218
288., 240.00, 10.67, 10.59, 91.81, 92.30,  0.107,  0.487,  0.00,  0.00, 92.07, 90.00,   0.00,   6.41,0.,0.,   0.00,   0.00,  0.218
288., 300.00, 10.77, 10.55, 93.94, 95.27,  0.052,  0.238,  0.00,  0.00, 92.05, 90.00,   0.00,   6.38,0.,0.,   0.00,   0.00,  0.218
288., 360.00, 10.87, 10.52, 96.92, 99.20,  0.031,  0.142,  0.00,  0.00, 91.97, 90.00,   0.06,   6.36,0.,0.,   0.00,   0.00,  0.218
288., 420.00, 10.96, 10.60, 96.87, 99.20,  0.097,  0.442,  0.00,  0.00, 91.97, 85.05,  36.18,   6.45,0.,0.,   0.00,   0.00,  0.218
288., 480.00, 11.64, 11.59, 93.36, 93.73,  0.163,  0.742,  0.00,  0.00, 92.05, 74.95, 138.15,   7.41,0.,0.,   0.00,   0.00,  0.218
288., 540.00, 12.69, 13.18, 88.49, 85.70,  0.229,  1.043,  0.00,  0.00, 92.08, 65.89, 238.03,   8.98,0.,0.,   0.00,   0.00,  0.218
288., 600.00, 13.91, 15.04, 83.53, 77.67,  0.295,  1.343,  0.00,  0.00, 92.09, 58.48, 325.71,  10.82,0.,0.,   0.00,   0.00,  0.218
288., 660.00, 15.36, 16.76, 67.34, 61.60,  0.361,  1.643,  0.00,  0.00, 92.11, 53.52, 372.69,  12.47,0.,0.,   0.00,   0.00,  0.218
288., 720.00, 16.25, 17.97, 68.70, 61.60,  0.492,  2.243,  0.00,  0.00, 92.11, 51.75, 395.89,  13.68,0.,0.,   0.00,   0.00,  0.218
288., 780.00, 16.70, 18.40, 70.33, 63.17,  0.492,  2.243,  0.00,  0.00, 92.11, 53.52, 372.49,  14.13,0.,0.,   0.00,   0.00,  0.218
288., 840.00, 16.43, 17.97, 71.34, 64.74,  0.472,  2.152,  0.00,  0.00, 92.11, 58.48, 327.20,  13.70,0.,0.,   0.00,   0.00,  0.218
288., 900.00, 15.56, 16.76, 71.59, 66.30,  0.452,  2.061,  0.00,  0.00, 92.10, 65.89, 239.66,  12.49,0.,0.,   0.00,   0.00,  0.218
288., 960.00, 13.97, 15.04, 72.72, 67.87,  0.432,  1.970,  0.00,  0.00, 92.10, 74.95, 139.42,  10.77,0.,0.,   0.00,   0.00,  0.218
288.,1020.00, 12.52, 13.18, 72.50, 69.44,  0.412,  1.879,  0.00,  0.00, 92.10, 85.05,  36.60,   8.91,0.,0.,   0.00,   0.00,  0.218
288.,1080.00, 11.38, 12.34, 75.64, 71.00,  0.392,  1.787,  0.00,  0.00, 92.10, 90.00,   0.06,   8.08,0.,0.,   0.00,   0.00,  0.218
288.,1140.00, 11.31, 11.94, 75.67, 72.57,  0.372,  1.696,  0.00,  0.00, 92.10, 90.00,   0.00,   7.68,0.,0.,   0.00,   0.00,  0.218
288.,1200.00, 10.69, 11.62, 78.88, 74.13,  0.352,  1.605,  0.00,  0.00, 92.10, 90.00,   0.00,   7.37,0.,0.,   0.00,   0.00,  0.218
288.,1260.00, 10.83, 11.37, 78.47, 75.70,  0.332,  1.514,  0.00,  0.00, 92.10, 90.00,   0.00,   7.13,0.,0.,   0.00,   0.00,  0.218
288.,1320.00, 10.34, 11.17, 81.67, 77.27,  0.312,  1.423,  0.00,  0.00, 92.09, 90.00,   0.00,   6.93,0.,0.,   0.00,   0.00,  0.218
288.,1380.00, 10.55, 11.01, 81.30, 78.83,  0.292,  1.332,  0.00,  0.00, 92.09, 90.00,   0.00,   6.78,0.,0.,   0.00,   0.00,  0.218
319.,   0.00,  7.88,  7.57, 78.99, 80.70,  0.290,  1.321,  0.00,  0.00, 92.11, 90.00,   0.00,   3.40,0.,0.,   0.00,   0.00,  0.218
319.,  60.00,  7.41,  7.46, 83.63, 83.29,  0.252,  1.147,  0.00,  0.00, 92.11, 90.00,   0.00,   3.30,0.,0.,   0.00,   0.00,  0.218
319., 120.00,  7.28,  7.38, 86.45, 85.89,  0.213,  0.973,  0.00,  0.00, 92.10, 90.00,   0.00,   3.23,0.,0.,   0.00,   0.00,  0.218
319., 180.00,  7.24,  7.31, 88.86, 88.48,  0.175,  0.799,  0.00,  0.00, 92.09, 90.00,   0.00,   3.17,0.,0.,   0.00,   0.00,  0.218
319., 240.00,  7.25,  7.25, 91.06, 91.07,  0.137,  0.625,  0.00,  0.00, 92.08, 90.00,   0.00,   3.12,0.,0.,   0.00,   0.00,  0.218
319., 300.00,  7.28,  7.20, 93.19, 93.66,  0.099,  0.450,  0.00,  0.00, 92.06, 90.00,   0.00,   3.08,0.,0.,   0.00,   0.00,  0.218
319., 360.00,  7.34,  7.17, 95.15, 96.26,  0.056,  0.253,  0.00,  0.00, 92.03, 90.00,   0.00,   3.05,0.,0.,   0.00,   0.00,  0.218
319., 420.00,  7.41,  7.14, 97.36, 99.19,  0.045,  0.205,  0.00,  0.00, 91.95, 90.00,   1.78,   3.03,0.,0.,   0.00,   0.00,  0.218
319., 480.00,  7.62,  7.39, 97.68, 99.19,  0.125,  0.569,  0.00,  0.00, 91.92, 82.65,  54.51,   3.28,0.,0.,   0.00,   0.00,  0.218
319., 540.00,  8.46,  8.70, 92.36, 90.90,  0.205,  0.933,  0.00,  0.00, 92.06, 74.29, 138.30,   4.57,0.,0.,   0.00,   0.00,  0.218
319., 600.00,  9.72, 10.57, 86.11, 81.34,  0.285,  1.296,  0.00,  0.00, 92.09, 67.65, 210.66,   6.41,0.,0.,   0.00,   0.00,  0.218
319., 660.00, 11.12, 12.47, 68.01, 62.21,  0.364,  1.660,  0.00,  0.00, 92.11, 63.31, 256.12,   8.24,0.,0.,   0.00,   0.00,  0.218
319., 720.00, 12.10, 13.88, 69.92, 62.21,  0.524,  2.388,  0.00,  0.00, 92.11, 61.79, 276.91,   9.65,0.,0.,   0.00,   0.00,  0.218
319., 780.00, 12.98, 14.40, 69.91, 63.75,  0.524,  2.388,  0.00,  0.00, 92.11, 63.31, 255.95,  10.18,0.,0.,   0.00,   0.00,  0.218
319., 840.00, 12.52, 13.88, 71.36, 65.29,  0.503,  2.291,  0.00,  0.00, 92.11, 67.65, 212.08,   9.66,0.,0.,   0.00,   0.00,  0.218
319., 900.00, 11.38, 12.47, 71.82, 66.83,  0.482,  2.194,  0.00,  0.00, 92.11, 74.29, 139.70,   8.26,0.,0.,   0.00,   0.00,  0.218
319., 960.00,  9.78, 10.57, 72.08, 68.37,  0.460,  2.097,  0.00,  0.00, 92.11, 82.65,  55.25,   6.36,0.,0.,   0.00,   0.00,  0.218
319.,1020.00,  8.66,  9.38, 73.41, 69.91,  0.439,  2.000,  0.00,  0.00, 92.10, 90.00,   1.80,   5.18,0.,0.,   0.00,   0.00,  0.218
319.,1080.00,  8.18,  8.94, 75.23, 71.45,  0.418,  1.903,  0.00,  0.00, 92.10, 90.00,   0.00,   4.74,0.,0.,   0.00,   0.00,  0.218
319.,1140.00,  7.86,  8.58, 76.68, 72.99,  0.396,  1.806,  0.00,  0.00, 92.10, 90.00,   0.00,   4.39,0.,0.,   0.00,   0.00,  0.218
319.,1200.00,  7.61,  8.29, 78.06, 74.54,  0.375,  1.709,  0.00,  0.00, 92.10, 90.00,   0.00,   4.10,0.,0.,   0.00,   0.00,  0.218
319.,1260.00,  7.42,  8.05, 79.44, 76.08,  0.354,  1.612,  0.00,  0.00, 92.10, 90.00,   0.00,   3.87,0.,0.,   0.00,   0.00,  0.218
319.,1320.00,  7.26,  7.86, 80.87, 77.62,  0.332,  1.515,  0.00,  0.00, 92.09, 90.00,   0.00,   3.68,0.,0.,   0.00,   0.00,  0.218
319.,1380.00,  7.12,  7.70, 82.34, 79.16,  0.311,  1.418,  0.00,  0.00, 92.09, 90.00,   0.00,   3.52,0.,0.,   0.00,   0.00,  0.218
349.,   0.00,  5.88,  5.59, 78.81, 80.40,  0.307,  1.401,  0.00,  0.00, 92.11, 90.00,   0.00,   1.50,0.,0.,   0.00,   0.00,  0.218
349.,  60.00,  5.42,  5.49, 83.27, 82.90,  0.268,  1.223,  0.00,  0.00, 92.11, 90.00,   0.00,   1.40,0.,0.,   0.00,   0.00,  0.218
349., 120.00,  5.30,  5.40, 86.00, 85.40,  0.229,  1.045,  0.00,  0.00, 92.10, 90.00,   0.00,   1.32,0.,0.,   0.00,   0.00,  0.218
349., 180.00,  5.25,  5.33, 88.34, 87.90,  0.190,  0.867,  0.00,  0.00, 92.09, 90.00,   0.00,   1.26,0.,0.,   0.00,   0.00,  0.218
349., 240.00,  5.25,  5.27, 90.49, 90.40,  0.151,  0.689,  0.00,  0.00, 92.08, 90.00,   0.00,   1.20,0.,0.,   0.00,   0.00,  0.218
349., 300.00,  5.27,  5.22, 92.58, 92.90,  0.112,  0.511,  0.00,  0.00, 92.07, 90.00,   0.00,   1.16,0.,0.,   0.00,   0.00,  0.218
349., 360.00,  5.32,  5.18, 94.48, 95.40,  0.059,  0.269,  0.00,  0.00, 92.04, 90.00,   0.00,   1.13,0.,0.,   0.00,   0.00,  0.218
349., 420.00,  5.41,  5.15, 97.00, 98.80,  0.027,  0.125,  0.00,  0.00, 91.97, 90.00,   0.06,   1.11,0.,0.,   0.00,   0.00,  0.218
349., 480.00,  5.47,  5.23, 97.13, 98.80,  0.115,  0.526,  0.00,  0.00, 91.96, 86.42,  22.96,   1.19,0.,0.,   0.00,   0.00,  0.218
349., 540.00,  6.24,  6.40, 93.34, 92.32,  0.204,  0.927,  0.00,  0.00, 92.05, 78.42,  88.17,   2.34,0.,0.,   0.00,   0.00,  0.218
349., 600.00,  7.45,  8.24, 86.78, 82.21,  0.292,  1.329,  0.00,  0.00, 92.09, 72.13, 152.66,   4.15,0.,0.,   0.00,   0.00,  0.218
349., 660.00,  8.85, 10.19, 67.84, 62.00,  0.380,  1.730,  0.00,  0.00, 92.11, 68.07, 195.78,   6.03,0.,0.,   0.00,   0.00,  0.218
349., 720.00,  9.93, 11.66, 69.53, 62.00,  0.556,  2.533,  0.00,  0.00, 92.11, 66.65, 207.34,   7.49,0.,0.,   0.00,   0.00,  0.218
349., 780.00, 10.80, 12.20, 69.71, 63.54,  0.556,  2.533,  0.00,  0.00, 92.11, 68.07, 195.64,   8.04,0.,0.,   0.00,   0.00,  0.218
349., 840.00, 10.22, 11.66, 71.57, 65.07,  0.533,  2.430,  0.00,  0.00, 92.11, 72.13, 153.95,   7.51,0.,0.,   0.00,   0.00,  0.218
349., 900.00,  9.14, 10.19, 71.47, 66.60,  0.511,  2.327,  0.00,  0.00, 92.11, 78.42,  89.29,   6.05,0.,0.,   0.00,   0.00,  0.218
349., 960.00,  7.52,  8.24, 71.57, 68.14,  0.488,  2.224,  0.00,  0.00, 92.11, 86.42,  23.35,   4.11,0.,0.,   0.00,   0.00,  0.218
349.,1020.00,  6.66,  7.38, 73.19, 69.67,  0.466,  2.121,  0.00,  0.00, 92.11, 90.00,   0.06,   3.25,0.,0.,   0.00,   0.00,  0.218
349.,1080.00,  6.23,  6.95, 74.82, 71.20,  0.443,  2.018,  0.00,  0.00, 92.10, 90.00,   0.00,   2.83,0.,0.,   0.00,   0.00,  0.218
349.,1140.00,  5.93,  6.60, 76.15, 72.73,  0.420,  1.915,  0.00,  0.00, 92.10, 90.00,   0.00,   2.48,0.,0.,   0.00,   0.00,  0.218
349.,1200.00,  5.67,  6.31, 77.65, 74.27,  0.398,  1.812,  0.00,  0.00, 92.10, 90.00,   0.00,   2.20,0.,0.,   0.00,   0.00,  0.218
349.,1260.00,  5.50,  6.08, 78.91, 75.80,  0.375,  1.709,  0.00,  0.00, 92.10, 90.00,   0.00,   1.97,0.,0.,   0.00,   0.00,  0.218
349.,1320.00,  5.33,  5.88, 80.36, 77.33,  0.353,  1.606,  0.00,  0.00, 92.10, 90.00,   0.00,   1.78,0.,0.,   0.00,   0.00,  0.218
349.,1380.00,  5.23,  5.72, 81.64, 78.87,  0.330,  1.503,  0.00,  0.00, 92.09, 90.00,   0.00,   1.63,0.,0.,   0.00,   0.00,  0.218
