  JULDAY,    TIME,   TALOC,   TAREF,   RHLOC,      RH,    VLOC,    VREF,SNOWMELT, POOLDEP,  PCTWET,     ZEN,    SOLR,   TSKYC,     DEW,   FROST,SNOWFALL, SNOWDEP,SNOWDENS
258.,1020.00, 17.45, 17.18, 66.87, 68.01,  0.399,  1.818,  0.00,  0.00, 92.03 , 76.90, 122.99,   7.18,0.,0.,   0.00,   0.00,  0.218
258.,1080.00, 15.03, 15.52, 71.89, 69.65,  0.380,  1.730,  0.00,  0.00, 92.02 , 87.77,  13.19,   5.27,0.,0.,   0.00,   0.00,  0.218
258.,1140.00, 14.08, 14.94, 75.38, 71.29,  0.360,  1.642,  0.00,  0.00, 92.02 , 90.00,   0.00,   4.66,0.,0.,   0.00,   0.00,  0.218
258.,1200.00, 13.64, 14.58, 77.51, 72.93,  0.341,  1.553,  0.00,  0.00, 92.02 , 90.00,   0.00,   4.32,0.,0.,   0.00,   0.00,  0.218
258.,1260.00, 13.36, 14.31, 79.29, 74.57,  0.322,  1.465,  0.00,  0.00, 92.02 , 90.00,   0.00,   4.08,0.,0.,   0.00,   0.00,  0.218
258.,1320.00, 13.19, 14.10, 80.82, 76.22,  0.302,  1.377,  0.00,  0.00, 92.02 , 90.00,   0.00,   3.92,0.,0.,   0.00,   0.00,  0.218
258.,1380.00, 12.97, 13.93, 82.90, 77.86,  0.283,  1.289,  0.00,  0.00, 92.02 , 90.00,   0.00,   3.81,0.,0.,   0.00,   0.00,  0.218
288.,   0.00, 10.66, 10.89, 81.63, 80.40,  0.272,  1.241,  0.00,  0.00, 92.11 , 90.00,   0.00,   0.96,0.,0.,   0.00,   0.00,  0.218
288.,  60.00, 10.31, 10.79, 86.08, 83.37,  0.231,  1.052,  0.00,  0.00, 92.09 , 90.00,   0.00,   0.98,0.,0.,   0.00,   0.00,  0.218
288., 120.00, 10.19, 10.71, 89.38, 86.35,  0.190,  0.864,  0.00,  0.00, 92.08 , 90.00,   0.00,   1.01,0.,0.,   0.00,   0.00,  0.218
288., 180.00, 10.12, 10.64, 92.49, 89.32,  0.148,  0.675,  0.00,  0.00, 92.05 , 90.00,   0.00,   1.06,0.,0.,   0.00,   0.00,  0.218
288., 240.00, 10.07, 10.59, 95.56, 92.30,  0.107,  0.487,  0.00,  0.00, 91.99 , 90.00,   0.00,   1.12,0.,0.,   0.00,   0.00,  0.218
288., 300.00,  9.99, 10.55, 98.93, 95.27,  0.052,  0.238,  0.00,  0.00, 91.56 , 90.00,   0.00,   1.19,0.,0.,   0.00,   0.00,  0.218
288., 360.00,  9.92, 10.52,100.00, 99.20,  0.031,  0.142,  0.00,  0.00, 91.49 , 90.00,   0.06,   1.29,0.,0.,   0.00,   0.00,  0.218
288., 420.00, 10.56, 10.60, 99.46, 99.20,  0.097,  0.442,  0.00,  0.00, 91.48 , 85.05,  36.18,   1.40,0.,0.,   0.00,   0.00,  0.218
288., 480.00, 12.30, 11.59, 89.43, 93.73,  0.163,  0.742,  0.00,  0.00, 92.06 , 74.95, 138.15,   2.34,0.,0.,   0.00,   0.00,  0.218
288., 540.00, 14.98, 13.18, 76.26, 85.70,  0.229,  1.043,  0.00,  0.00, 92.10 , 65.89, 238.03,   3.90,0.,0.,   0.00,   0.00,  0.218
288., 600.00, 17.03, 15.04, 68.39, 77.67,  0.295,  1.343,  0.00,  0.00, 92.10 , 58.48, 325.71,   5.73,0.,0.,   0.00,   0.00,  0.218
288., 660.00, 18.46, 16.76, 55.34, 61.60,  0.361,  1.643,  0.00,  0.00, 92.11 , 53.52, 372.69,   6.91,0.,0.,   0.00,   0.00,  0.218
288., 720.00, 19.15, 17.97, 57.19, 61.60,  0.492,  2.243,  0.00,  0.00, 92.10 , 51.75, 395.89,   8.33,0.,0.,   0.00,   0.00,  0.218
288., 780.00, 19.47, 18.40, 59.08, 63.17,  0.492,  2.243,  0.00,  0.00, 92.10 , 53.52, 372.49,   8.93,0.,0.,   0.00,   0.00,  0.218
288., 840.00, 19.01, 17.97, 60.65, 64.74,  0.472,  2.152,  0.00,  0.00, 92.09 , 58.48, 327.20,   8.51,0.,0.,   0.00,   0.00,  0.218
288., 900.00, 17.58, 16.76, 62.95, 66.30,  0.452,  2.061,  0.00,  0.00, 92.09 , 65.89, 239.66,   7.18,0.,0.,   0.00,   0.00,  0.218
288., 960.00, 15.47, 15.04, 66.01, 67.87,  0.432,  1.970,  0.00,  0.00, 92.09 , 74.95, 139.42,   5.24,0.,0.,   0.00,   0.00,  0.218
288.,1020.00, 13.02, 13.18, 70.16, 69.44,  0.412,  1.879,  0.00,  0.00, 92.08 , 85.05,  36.60,   3.13,0.,0.,   0.00,   0.00,  0.218
288.,1080.00, 11.65, 12.34, 74.30, 71.00,  0.392,  1.787,  0.00,  0.00, 92.08 , 90.00,   0.06,   2.22,0.,0.,   0.00,   0.00,  0.218
288.,1140.00, 11.07, 11.94, 76.89, 72.57,  0.372,  1.696,  0.00,  0.00, 92.08 , 90.00,   0.00,   1.83,0.,0.,   0.00,   0.00,  0.218
288.,1200.00, 10.72, 11.62, 78.70, 74.13,  0.352,  1.605,  0.00,  0.00, 92.07 , 90.00,   0.00,   1.54,0.,0.,   0.00,   0.00,  0.218
288.,1260.00, 10.50, 11.37, 80.24, 75.70,  0.332,  1.514,  0.00,  0.00, 92.07 , 90.00,   0.00,   1.32,0.,0.,   0.00,   0.00,  0.218
288.,1320.00, 10.25, 11.17, 82.16, 77.27,  0.312,  1.423,  0.00,  0.00, 92.06 , 90.00,   0.00,   1.16,0.,0.,   0.00,   0.00,  0.218
288.,1380.00, 10.18, 11.01, 83.33, 78.83,  0.292,  1.332,  0.00,  0.00, 92.06 , 90.00,   0.00,   1.04,0.,0.,   0.00,   0.00,  0.218
319.,   0.00,  7.22,  7.57, 82.67, 80.70,  0.290,  1.321,  0.00,  0.00, 92.11 , 90.00,   0.00,  -2.12,0.,0.,   0.00,   0.00,  0.218
319.,  60.00,  6.91,  7.46, 86.51, 83.29,  0.252,  1.147,  0.00,  0.00, 92.10 , 90.00,   0.00,  -2.14,0.,0.,   0.00,   0.00,  0.218
319., 120.00,  6.78,  7.38, 89.45, 85.89,  0.213,  0.973,  0.00,  0.00, 92.09 , 90.00,   0.00,  -2.15,0.,0.,   0.00,   0.00,  0.218
319., 180.00,  6.70,  7.31, 92.25, 88.48,  0.175,  0.799,  0.00,  0.00, 92.07 , 90.00,   0.00,  -2.14,0.,0.,   0.00,   0.00,  0.218
319., 240.00,  6.63,  7.25, 95.02, 91.07,  0.137,  0.625,  0.00,  0.00, 92.03 , 90.00,   0.00,  -2.11,0.,0.,   0.00,   0.00,  0.218
319., 300.00,  6.56,  7.20, 97.90, 93.66,  0.099,  0.450,  0.00,  0.00, 91.88 , 90.00,   0.00,  -2.08,0.,0.,   0.00,   0.00,  0.218
319., 360.00,  6.45,  7.17,100.00, 96.26,  0.056,  0.253,  0.00,  0.00, 91.58 , 90.00,   0.00,  -2.04,0.,0.,   0.00,   0.00,  0.218
319., 420.00,  6.41,  7.14,100.00, 99.19,  0.045,  0.205,  0.00,  0.00, 91.57 , 90.00,   1.78,  -1.98,0.,0.,   0.00,   0.00,  0.218
319., 480.00,  7.40,  7.39, 99.14, 99.19,  0.125,  0.569,  0.00,  0.00, 91.55 , 82.65,  54.51,  -1.68,0.,0.,   0.00,   0.00,  0.218
319., 540.00,  9.30,  8.70, 87.30, 90.90,  0.205,  0.933,  0.00,  0.00, 92.08 , 74.29, 138.30,  -0.46,0.,0.,   0.00,   0.00,  0.218
319., 600.00, 11.73, 10.57, 75.30, 81.34,  0.285,  1.296,  0.00,  0.00, 92.10 , 67.65, 210.66,   1.34,0.,0.,   0.00,   0.00,  0.218
319., 660.00, 13.28, 12.47, 58.99, 62.21,  0.364,  1.660,  0.00,  0.00, 92.11 , 63.31, 256.12,   2.69,0.,0.,   0.00,   0.00,  0.218
319., 720.00, 14.48, 13.88, 59.83, 62.21,  0.524,  2.388,  0.00,  0.00, 92.11 , 61.79, 276.91,   4.30,0.,0.,   0.00,   0.00,  0.218
319., 780.00, 14.62, 14.40, 62.86, 63.75,  0.524,  2.388,  0.00,  0.00, 92.11 , 63.31, 255.95,   4.97,0.,0.,   0.00,   0.00,  0.218
319., 840.00, 14.20, 13.88, 63.95, 65.29,  0.503,  2.291,  0.00,  0.00, 92.10 , 67.65, 212.08,   4.45,0.,0.,   0.00,   0.00,  0.218
319., 900.00, 12.68, 12.47, 65.93, 66.83,  0.482,  2.194,  0.00,  0.00, 92.10 , 74.29, 139.70,   2.91,0.,0.,   0.00,   0.00,  0.218
319., 960.00, 10.46, 10.57, 68.88, 68.37,  0.460,  2.097,  0.00,  0.00, 92.10 , 82.65,  55.25,   0.80,0.,0.,   0.00,   0.00,  0.218
319.,1020.00,  8.79,  9.38, 72.78, 69.91,  0.439,  2.000,  0.00,  0.00, 92.10 , 90.00,   1.80,  -0.48,0.,0.,   0.00,   0.00,  0.218
319.,1080.00,  8.09,  8.94, 75.68, 71.45,  0.418,  1.903,  0.00,  0.00, 92.09 , 90.00,   0.00,  -0.92,0.,0.,   0.00,   0.00,  0.218
319.,1140.00,  7.70,  8.58, 77.52, 72.99,  0.396,  1.806,  0.00,  0.00, 92.09 , 90.00,   0.00,  -1.27,0.,0.,   0.00,   0.00,  0.218
319.,1200.00,  7.43,  8.29, 79.06, 74.54,  0.375,  1.709,  0.00,  0.00, 92.09 , 90.00,   0.00,  -1.54,0.,0.,   0.00,   0.00,  0.218
319.,1260.00,  7.15,  8.05, 80.90, 76.08,  0.354,  1.612,  0.00,  0.00, 92.08 , 90.00,   0.00,  -1.75,0.,0.,   0.00,   0.00,  0.218
319.,1320.00,  7.03,  7.86, 82.15, 77.62,  0.332,  1.515,  0.00,  0.00, 92.08 , 90.00,   0.00,  -1.91,0.,0.,   0.00,   0.00,  0.218
319.,1380.00,  6.82,  7.70, 84.09, 79.16,  0.311,  1.418,  0.00,  0.00, 92.08 , 90.00,   0.00,  -2.03,0.,0.,   0.00,   0.00,  0.218
349.,   0.00,  5.28,  5.59, 82.17, 80.40,  0.307,  1.401,  0.00,  0.00, 92.11 , 90.00,   0.00,  -3.54,0.,0.,   0.00,   0.00,  0.218
349.,  60.00,  4.95,  5.49, 86.03, 82.90,  0.268,  1.223,  0.00,  0.00, 92.10 , 90.00,   0.00,  -3.58,0.,0.,   0.00,   0.00,  0.218
349., 120.00,  4.83,  5.40, 88.87, 85.40,  0.229,  1.045,  0.00,  0.00, 92.09 , 90.00,   0.00,  -3.60,0.,0.,   0.00,   0.00,  0.218
349., 180.00,  4.74,  5.33, 91.55, 87.90,  0.190,  0.867,  0.00,  0.00, 92.07 , 90.00,   0.00,  -3.60,0.,0.,   0.00,   0.00,  0.218
349., 240.00,  4.68,  5.27, 94.21, 90.40,  0.151,  0.689,  0.00,  0.00, 92.04 , 90.00,   0.00,  -3.60,0.,0.,   0.00,   0.00,  0.218
349., 300.00,  4.61,  5.22, 96.95, 92.90,  0.112,  0.511,  0.00,  0.00, 91.96 , 90.00,   0.00,  -3.58,0.,0.,   0.00,   0.00,  0.218
349., 360.00,  4.49,  5.18,100.00, 95.40,  0.059,  0.269,  0.00,  0.00, 91.60 , 90.00,   0.00,  -3.56,0.,0.,   0.00,   0.00,  0.218
349., 420.00,  4.37,  5.15,100.00, 98.80,  0.027,  0.125,  0.00,  0.00, 91.59 , 90.00,   0.06,  -3.50,0.,0.,   0.00,   0.00,  0.218
349., 480.00,  4.89,  5.23,100.00, 98.80,  0.115,  0.526,  0.00,  0.00, 91.58 , 86.42,  22.96,  -3.40,0.,0.,   0.00,   0.00,  0.218
349., 540.00,  6.36,  6.40, 92.61, 92.32,  0.204,  0.927,  0.00,  0.00, 92.05 , 78.42,  88.17,  -2.28,0.,0.,   0.00,   0.00,  0.218
349., 600.00,  8.74,  8.24, 79.50, 82.21,  0.292,  1.329,  0.00,  0.00, 92.10 , 72.13, 152.66,  -0.54,0.,0.,   0.00,   0.00,  0.218
349., 660.00, 10.48, 10.19, 60.82, 62.00,  0.380,  1.730,  0.00,  0.00, 92.11 , 68.07, 195.78,   0.90,0.,0.,   0.00,   0.00,  0.218
349., 720.00, 11.57, 11.66, 62.36, 62.00,  0.556,  2.533,  0.00,  0.00, 92.11 , 66.65, 207.34,   2.54,0.,0.,   0.00,   0.00,  0.218
349., 780.00, 12.13, 12.20, 63.82, 63.54,  0.556,  2.533,  0.00,  0.00, 92.11 , 68.07, 195.64,   3.21,0.,0.,   0.00,   0.00,  0.218
349., 840.00, 11.59, 11.66, 65.33, 65.07,  0.533,  2.430,  0.00,  0.00, 92.11 , 72.13, 153.95,   2.66,0.,0.,   0.00,   0.00,  0.218
349., 900.00, 10.03, 10.19, 67.33, 66.60,  0.511,  2.327,  0.00,  0.00, 92.11 , 78.42,  89.29,   1.09,0.,0.,   0.00,   0.00,  0.218
349., 960.00,  7.86,  8.24, 69.94, 68.14,  0.488,  2.224,  0.00,  0.00, 92.10 , 86.42,  23.35,  -1.02,0.,0.,   0.00,   0.00,  0.218
349.,1020.00,  6.66,  7.38, 73.19, 69.67,  0.466,  2.121,  0.00,  0.00, 92.10 , 90.00,   0.06,  -1.92,0.,0.,   0.00,   0.00,  0.218
349.,1080.00,  6.11,  6.95, 75.45, 71.20,  0.443,  2.018,  0.00,  0.00, 92.10 , 90.00,   0.00,  -2.34,0.,0.,   0.00,   0.00,  0.218
349.,1140.00,  5.75,  6.60, 77.13, 72.73,  0.420,  1.915,  0.00,  0.00, 92.09 , 90.00,   0.00,  -2.68,0.,0.,   0.00,   0.00,  0.218
349.,1200.00,  5.48,  6.31, 78.67, 74.27,  0.398,  1.812,  0.00,  0.00, 92.09 , 90.00,   0.00,  -2.94,0.,0.,   0.00,   0.00,  0.218
349.,1260.00,  5.24,  6.08, 80.31, 75.80,  0.375,  1.709,  0.00,  0.00, 92.09 , 90.00,   0.00,  -3.15,0.,0.,   0.00,   0.00,  0.218
349.,1320.00,  5.09,  5.88, 81.73, 77.33,  0.353,  1.606,  0.00,  0.00, 92.09 , 90.00,   0.00,  -3.32,0.,0.,   0.00,   0.00,  0.218
349.,1380.00,  4.92,  5.72, 83.41, 78.87,  0.330,  1.503,  0.00,  0.00, 92.08 , 90.00,   0.00,  -3.44,0.,0.,   0.00,   0.00,  0.218
